KEY,SKEY,AAF1,CBAA_1
100007181,198100000239,1,4
100007182,197100011814,1,4
100007183,197100010918,2,3
100007184,197100007043,1,3
100007185,197100012160,2,4
100007186,197100008868,2,3
100007187,197100012573,1,2
100007188,198100000087,1,2
100007189,197100012280,1,4
100007190,197100011941,2,3
100007191,198100000264,1,4
100007192,197100011571,2,4
100007193,197100012237,2,2
100007194,197100012234,2,4
100007195,197100012032,1,4
100007196,197100012580,1,3
100007197,197100007863,1,2
100007198,197100002638,2,4
100007199,197100012343,2,4
100007200,197100012411,2,3
100007202,197100008082,2,2
100007203,197100011643,2,3
100007204,197100012416,1,3
100007206,197100005997,2,4
100007208,197100006274,2,4
100007209,197100010206,2,2
100007210,197100012650,1,2
100007212,197100012066,2,3
100007213,197100011943,1,4
100007215,197100006592,1,3
100007216,197100012114,1,3
100007217,197100010513,2,4
100007218,197100012153,1,3
100007219,197100007966,1,1
100007220,197100006936,1,4
100007222,197100011644,1,2
100007223,197100001666,2,3
100007224,197100012447,2,4
100007225,197100011458,1,3
100007226,198100000302,1,3
100007227,198100000285,1,4
100007228,198100000147,1,4
100007229,197100012652,2,3
100007231,197100012633,1,3
100007233,197100011355,2,2
100007234,197100012419,1,3
100007235,198100000296,1,2
100007236,197100005893,2,2
100007237,197100005252,1,3
100007238,197100012387,1,2
100007239,197100012359,2,3
100007240,197100012378,1,2
100007241,197100001823,1,4
100007244,197100012366,1,4
100007245,197100007731,1,2
100007246,198100000207,1,4
100007247,197100012589,2,3
100007249,197100006144,1,4
100007250,197100011301,2,4
100007251,197100010455,2,3
100007252,197100012632,2,2
100007253,197100009102,1,3
100007254,197100000502,1,2
100007255,197100012627,1,2
100007256,197100012597,2,4
100007258,197100012656,1,2
100007260,197100012629,2,4
100007262,197100009721,2,2
100007263,197100001668,1,4
100007264,197100009177,2,2
100007265,197100007185,2,3
100007266,197100012254,1,4
100007267,197100007256,1,4
100007268,197100012679,1,1
100007269,197100007857,2,4
100007271,197100012581,1,2
100007272,198100000320,1,3
100007273,197100008654,1,4
100007274,197100012250,1,2
100007275,197100006569,2,2
100007276,197100011954,2,3
100007277,197100012619,2,2
100007278,197100012393,1,3
100007279,197100004610,2,3
100007280,197100004377,1,3
100007283,197100011456,1,3
100007284,197100012686,1,4
100007285,198100000322,1,3
100007286,197100012512,1,2
100007287,198100000317,1,4
100007288,197100007969,2,4
100007289,197100011105,2,4
100007293,197100009027,1,3
100007294,197100009498,2,4
100007295,197100012420,1,4
100007296,197100007097,1,4
100007297,197100000782,2,3
100007298,197100009727,1,2
100007299,197100006960,1,4
100007300,197100011568,1,4
100007301,197100009638,1,3
100007302,197100002126,1,2
100007303,197100009088,2,1
100007305,197100010929,1,1
100007306,197100010646,1,3
100007307,197100011945,1,4
100007308,197100008665,1,2
100007309,197100012391,1,3
100007310,198100000274,1,3
100007311,198100000289,1,4
100007312,197100012625,1,4
100007313,197100007424,1,3
100007314,197100012759,1,1
100007315,198100000312,1,4
100007316,197100012546,1,3
100007317,197100008616,1,3
100007318,197100004979,2,2
100007319,197100012601,1,3
100007320,197100012602,1,3
100007321,198100000148,1,3
100007322,197100012691,2,2
100007323,197100012542,1,3
100007324,198100000277,1,2
100007325,197100011378,1,3
100007327,197100012630,2,2
100007328,197100012672,2,3
100007329,197100012754,1,3
100007330,197100012741,1,4
100007331,197100011889,1,1
100007332,197100012158,2,2
100007333,197100010582,1,4
100007334,197100012596,2,3
100007335,197100011961,2,3
100007336,197100012505,1,4
100007337,197100012655,1,3
100007338,198100000158,1,3
100007340,197100012307,2,4
100007341,197100002218,1,4
100007342,197100007805,1,4
100007344,197100012740,1,2
100007345,197100012568,2,4
100007346,197100008955,1,3
100007347,198100000227,2,4
100007348,197100012735,1,4
100007349,197100010578,1,2
100007350,198100000295,1,3
100007351,198100000279,1,3
100007352,197100012622,2,3
100007353,197100012615,2,4
100007354,197100008204,2,4
100007355,197100012756,1,4
100007356,197100012805,1,3
100007358,197100011802,2,4
100007359,197100001929,1,2
100007360,198100000135,1,4
100007361,197100009936,1,3
100007362,197100012295,1,2
100007364,197100006918,2,4
100007365,197100012682,2,3
100007366,197100007931,2,4
100007368,197100011316,2,4
100007369,197100011100,2,4
100007370,197100006701,1,3
100007371,197100011918,2,3
100007372,197100012463,2,3
100007373,197100002839,1,4
100007374,197100002212,1,4
100007375,198100000287,1,4
100007376,197100005999,2,1
100007377,198100000324,1,3
100007378,197100012806,2,2
100007380,197100012635,1,4
100007381,197100009242,1,4
100007382,197100012522,1,4
100007383,197100005096,1,4
100007384,197100002636,2,3
100007386,197100006738,2,3
100007387,197100011758,1,1
100007388,197100012764,2,4
100007389,197100010243,1,3
100007390,198100000332,1,3
100007391,198100000232,1,3
100007392,197100003730,2,3
100007396,197100006222,1,4
100007397,197100008769,1,3
100007398,197100012816,2,4
100007399,197100012355,1,4
100007400,197100008032,2,4
100007401,197100011937,2,1
100007402,197100010154,1,3
100007403,197100006978,2,4
100007404,197100002797,2,1
100007405,197100012572,1,4
100007407,197100012765,1,3
100007408,197100010860,2,2
100007409,197100006070,2,4
100007410,197100012826,2,4
100007411,198100000330,1,3
100007412,197100006954,2,4
100007413,197100012605,1,4
100007414,197100012784,2,2
100007415,197100012695,1,4
100007416,197100000744,1,3
100007417,197100004303,1,3
100007418,197100009951,2,4
100007419,197100010199,1,4
100007420,197100012027,2,4
100007421,198100000218,1,4
100007423,197100012909,1,2
100007424,197100012634,1,3
100007425,197100003158,1,4
100007426,197100006641,1,3
100007428,197100012908,1,2
100007429,197100012398,2,3
100007430,197100004588,1,2
100007431,198100000331,1,4
100007432,197100012507,2,3
100007433,197100012728,1,2
100007434,197100012823,1,4
100007435,197100009232,2,4
100007436,197100010246,2,3
100007437,197100011917,1,3
100007438,197100008697,2,2
100007439,197100012825,1,2
100007440,197100008731,2,4
100007441,197100012736,1,1
100007443,197100011525,2,4
100007444,197100007739,1,3
100007445,197100012563,1,4
100007447,197100011497,2,4
100007448,197100009768,2,2
100007449,197100012269,1,2
100007450,197100012532,2,3
100007451,197100003846,1,4
100007452,197100012702,2,4
100007453,197100009565,2,3
100007454,197100009078,1,3
100007455,197100012848,1,2
100007456,197100012771,1,3
100007457,197100012790,2,1
100007458,197100012707,2,4
100007459,197100012712,2,3
100007460,197100010965,2,4
100007461,197100011808,1,1
100007462,197100010529,2,4
100007463,197100011294,2,3
100007464,197100012206,1,4
100007465,197100007688,2,2
100007466,197100008574,2,3
100007467,197100008938,1,2
100007468,197100012872,1,2
100007469,197100012766,2,3
100007470,197100012327,2,2
100007471,197100007868,2,4
100007473,197100004266,2,3
100007474,197100010812,2,3
100007475,197100008777,1,3
100007476,198100000352,1,4
100007479,197100012802,1,3
100007482,198100000334,1,3
100007483,197100007354,2,2
100007484,198100000354,1,4
100007485,197100006605,2,3
100007486,198100000346,1,3
100007487,197100007104,1,3
100007488,197100011623,2,3
100007489,197100012041,1,3
100007490,197100012485,2,1
100007491,197100006419,2,1
100007492,198100000355,2,3
100007493,197100002470,1,3
100007494,197100012613,2,3
100007495,198100000340,1,3
100007496,197100011088,2,4
100007497,197100012498,2,4
100007498,197100012861,1,4
100007499,197100009037,2,3
100007500,197100011591,1,4
100007501,197100009714,2,2
100007502,197100012956,1,2
100007503,197100006957,1,3
100007504,197100005048,1,3
100007505,197100012406,2,3
100007507,197100012843,2,4
100007508,197100012181,2,2
100007509,197100012957,1,3
100007513,197100011850,1,4
100007514,197100013007,1,3
100007515,197100008979,1,4
100007517,197100000491,2,1
100007518,197100012579,1,3
100007519,197100012743,2,4
100007521,197100003959,1,4
100007522,197100011828,2,4
100007523,198100000357,1,3
100007524,198100000160,1,3
100007525,197100012240,1,4
100007527,197100005540,2,3
100007528,197100012659,1,2
100007529,197100012710,1,3
100007530,197100012966,2,4
100007532,197100012715,1,3
100007533,197100007368,1,3
100007534,197100012979,2,4
100007535,197100012730,1,4
100007536,198100000297,1,4
100007537,197100011424,1,2
100007538,197100007217,1,4
100007539,198100000338,1,4
100007540,197100012962,1,4
100007541,197100012874,1,3
100007542,198100000323,1,4
100007543,197100012855,1,4
100007545,197100007420,1,3
100007546,197100012928,2,4
100007547,198100000294,1,4
100007548,197100012905,2,3
100007549,197100012896,2,4
100007550,198100000179,1,3
100007551,197100006987,1,4
100007552,197100007284,1,4
100007553,197100012731,1,3
100007554,197100012959,2,4
100007555,197100012977,1,1
100007557,197100012946,2,1
100007559,197100005434,2,3
100007560,197100013024,1,3
100007561,197100002999,2,3
100007562,197100001416,2,2
100007563,197100012053,1,3
100007564,197100012949,1,3
100007565,197100005209,2,1
100007566,197100007274,1,3
100007567,197100012777,2,2
100007568,197100012903,1,3
100007570,197100013047,1,2
100007571,197100004006,2,2
100007572,197100012270,1,3
100007573,197100010780,1,1
100007574,197100013027,1,4
100007575,197100012998,2,4
100007576,197100001731,1,4
100007577,197100008677,1,4
100007578,197100011240,1,4
100007579,197100010625,1,4
100007580,197100013033,1,4
100007581,197100012971,2,2
100007582,197100012932,2,3
100007583,197100012694,2,4
100007584,197100000742,2,3
100007585,197100005272,2,4
100007586,197100012999,2,2
100007587,197100012338,2,4
100007588,197100008526,1,3
100007589,197100007290,1,4
100007591,197100002807,2,3
100007592,197100012465,2,3
100007595,197100007353,2,2
100007597,197100007348,2,3
100007598,197100006100,1,3
100007600,197100012075,2,4
100007601,197100012792,1,3
100007602,197100013058,1,2
100007603,197100012502,2,3
100007604,197100013113,2,3
100007605,198100000351,1,4
100007606,197100011256,2,4
100007607,198100000050,1,4
100007608,197100013055,2,2
100007609,197100012992,1,3
100007611,197100013049,2,4
100007612,197100012690,2,4
100007613,197100009988,2,2
100007614,197100009094,2,4
100007615,198100000341,1,4
100007616,197100013026,2,2
100007617,197100012919,2,4
100007618,197100012660,1,3
100007619,197100013075,2,2
100007620,197100004219,2,3
100007621,197100012612,2,3
100007622,198100000371,1,2
100007624,197100007027,1,2
100007626,198100000221,1,4
100007628,197100013064,2,4
100007629,197100008443,2,3
100007631,197100013107,2,1
100007632,197100013149,1,3
100007633,197100008625,1,4
100007635,197100012990,2,1
100007636,197100013004,1,4
100007637,197100011881,1,2
100007638,197100004800,2,4
100007639,197100012642,2,3
100007640,197100012677,1,4
100007641,197100012683,2,2
100007642,197100005253,2,4
100007643,197100013102,1,3
100007644,198100000359,1,4
100007645,197100012611,2,3
100007646,197100012930,2,3
100007647,197100012455,2,3
100007649,197100004406,1,4
100007650,197100013154,2,3
100007651,197100013089,1,4
100007652,197100012885,1,2
100007654,197100010911,1,2
100007655,197100013111,2,3
100007656,197100013146,2,2
100007657,197100013083,1,4
100007658,197100011369,2,2
100007659,197100006609,2,2
100007660,197100012599,1,4
100007661,197100011788,2,4
100007662,197100013127,2,4
100007663,197100013178,2,2
100007664,197100012663,1,4
100007665,198100000373,1,4
100007666,197100013180,1,3
100007667,197100013172,2,4
100007668,197100012212,2,2
100007669,197100013158,1,2
100007670,197100011322,1,2
100007673,197100006025,1,3
100007674,197100010054,1,4
100007675,197100012050,1,3
100007676,197100012319,2,2
100007677,197100012850,1,4
100007678,197100006732,2,3
100007680,197100013148,1,4
100007681,198100000328,1,1
100007682,197100010032,1,3
100007684,197100012760,2,3
100007685,197100009675,2,3
100007686,198100000367,1,4
100007687,197100013176,2,4
100007688,197100012880,2,3
100007689,198100000126,1,2
100007690,197100013124,2,4
100007691,197100012912,1,3
100007692,197100012031,2,3
100007693,198100000370,1,2
100007694,197100012242,2,3
100007695,197100013141,2,4
100007696,197100013171,1,3
100007698,197100013157,1,2
100007699,197100002607,2,3
100007700,197100013210,1,4
100007701,197100013144,2,3
100007702,197100012836,2,4
100007703,197100009925,2,4
100007704,198100000353,1,3
100007705,197100004153,1,4
100007706,197100013037,2,3
100007707,198100000380,1,3
100007708,197100006363,1,1
100007709,197100012840,2,3
100007710,198100000376,1,4
100007711,197100013212,1,4
100007712,197100006052,1,2
100007713,197100010472,1,3
100007714,197100013056,2,3
100007715,197100013174,2,4
100007716,197100009067,1,4
100007717,197100013199,2,2
100007719,198100000342,1,4
100007720,197100013062,1,3
100007721,197100013048,2,4
100007722,197100004175,1,3
100007723,198100000379,1,4
100007724,197100013068,2,3
100007725,197100012684,1,2
100007726,197100003201,1,3
100007727,197100013128,1,4
100007728,197100010079,1,3
100007729,197100005367,1,4
100007731,197100012452,2,4
100007732,197100011692,2,3
100007733,197100012996,1,2
100007734,197100012892,2,2
100007735,197100013135,1,3
100007736,197100003902,2,3
100007737,197100007890,2,4
100007738,197100013161,2,3
100007739,198100000053,1,2
100007740,197100013112,1,4
100007742,197100010521,1,3
100007743,197100013218,1,2
100007744,197100006608,1,4
100007745,197100013079,1,2
100007746,197100010629,1,3
100007747,197100010204,2,4
100007749,197100006881,2,3
100007751,197100013034,1,3
100007752,197100011346,1,4
100007753,197100013235,2,4
100007754,197100013156,2,3
100007755,197100013237,1,1
100007756,197100009882,1,3
100007757,197100013118,2,4
100007758,197100006651,1,4
100007761,197100013126,2,3
100007762,197100013192,2,4
100007763,197100012801,2,4
100007764,198100000377,1,3
100007765,197100008018,2,2
100007766,197100010453,1,2
100007767,197100010799,1,2
100007768,197100011407,1,3
100007769,197100012072,1,3
100007770,197100001971,1,3
100007771,197100011680,2,3
100007772,198100000368,1,4
100007773,197100008895,1,4
100007774,197100010563,2,4
100007776,197100013256,2,1
100007777,197100006053,2,4
100007778,197100012382,2,4
100007779,197100013273,1,4
100007780,197100013270,1,3
100007781,197100008920,1,2
100007782,197100013247,1,3
100007783,197100013245,2,3
100007784,197100010620,2,4
100007785,197100013227,1,4
100007788,197100012988,2,3
100007789,197100013203,1,2
100007790,197100013274,1,3
100007791,197100013242,2,3
100007792,197100001953,1,4
100007793,197100012953,1,2
100007794,197100011311,1,2
100007795,197100010980,2,4
100007796,197100013267,2,4
100007797,197100013035,1,4
100007798,197100012365,1,3
100007799,197100013205,1,3
100007801,197100006229,2,2
100007802,197100009966,1,4
100007803,197100008706,2,2
100007806,197100013310,1,4
100007807,197100013312,2,1
100007808,197100012700,2,3
100007809,197100013262,2,4
100007812,197100013317,1,4
100007813,197100006626,1,4
100007814,197100013271,2,4
100007815,197100012204,1,4
100007816,197100010693,1,1
100007817,197100010851,2,4
100007818,197100008398,2,4
100007819,197100013321,1,2
100007820,197100013298,2,4
100007822,197100013329,2,2
100007823,197100013331,2,2
100007824,198100000388,1,2
100007825,197100013320,2,4
100007826,197100013328,2,4
100007828,197100010115,1,4
100007829,198100000385,1,3
100007830,197100010638,1,4
100007831,197100008475,2,2
100007832,197100011205,2,3
100007833,197100012483,1,4
100007834,197100013343,1,4
100007835,197100013341,1,3
100007837,197100012273,1,4
100007838,197100012706,1,4
100007839,197100013345,1,4
100007840,197100003121,2,4
100007841,197100009173,1,4
100007842,197100007465,2,4
100007843,197100013348,1,3
100007844,197100007474,1,3
100007845,197100004465,1,4
100007846,197100005362,2,3
100007847,197100010345,1,4
100007848,197100011944,2,1
100007849,197100007933,2,2
100007850,197100013334,1,3
100007851,197100009139,2,4
100007852,198100000390,1,2
100007853,197100005197,2,4
100007855,197100013103,1,2
100007856,197100013352,1,4
100007857,197100013182,2,4
100007858,197100013136,1,4
100007859,198100000391,1,4
100007860,197100011529,2,3
100007861,197100013066,2,2
100007862,197100000360,1,3
100007863,197100012523,1,3
100007864,197100004906,2,4
100007865,197100007532,2,4
100007866,197100000397,1,3
100007867,198100000136,1,3
100007868,198100000091,1,2
100007869,197100008730,1,3
100007870,198100000304,1,2
100007871,197100011840,1,4
100007872,197100012263,1,2
100007873,197100012363,2,1
100007874,197100013380,2,3
100007875,197100002702,1,4
100007877,197100007611,2,2
100007878,197100013383,1,4
100007880,197100010404,2,4
100007881,197100012560,1,2
100007882,197100004278,1,3
100007883,197100013403,1,2
100007884,197100011761,1,2
100007885,197100013275,2,4
100007886,197100007601,2,2
100007887,197100005675,2,4
100007888,197100002042,1,4
100007889,197100013207,1,3
100007890,197100013386,1,2
100007891,197100013359,2,2
100007892,197100013385,1,4
100007893,197100009582,1,3
100007894,197100013404,1,3
100007895,197100013407,1,2
100007896,197100013394,1,1
100007897,197100012713,2,4
100007898,197100004913,1,4
100007900,197100012921,1,4
100007901,197100013322,2,4
100007902,197100008050,2,4
100007903,198100000290,1,4
100007904,197100012227,2,3
100007905,197100012833,2,3
100007906,197100004531,1,4
100007907,197100007540,1,3
100007908,197100005585,1,4
100007909,197100011209,2,3
100007910,197100010971,2,3
100007912,197100006844,1,3
100007913,197100007225,1,4
100007914,198100000067,2,2
100007915,197100007763,1,4
100007916,198100000146,1,4
100007917,198100000270,1,4
100007918,197100009901,1,4
100007919,197100013421,2,4
100007920,197100002095,1,3
100007921,197100013398,2,4
100007922,198100000396,1,2
100007923,197100007570,1,3
100007924,198100000104,1,2
100007925,197100003044,2,4
100007926,197100013413,2,4
100007927,197100009025,1,3
100007928,197100001847,1,4
100007929,197100011719,1,4
100007930,197100012796,1,2
100007931,197100011498,1,4
100007932,197100011950,1,4
100007933,197100013503,2,4
100007934,197100011254,2,1
100007935,197100010692,1,3
100007936,197100012208,2,3
100007937,198100000397,1,3
100007939,197100009031,1,2
100007940,197100006297,1,4
100007941,197100001610,1,4
100007942,197100013114,1,4
100007943,197100004608,1,2
100007944,197100013459,1,4
100007945,197100013324,2,3
100007946,197100007607,2,4
100007947,197100013460,1,3
100007948,198100000111,1,4
100007949,197100013347,2,3
100007953,197100005343,1,4
100007954,197100006539,1,3
100007955,197100013519,1,2
100007956,197100003236,1,4
100007957,197100007586,1,3
100007958,198100000398,1,4
100007959,197100007592,2,3
100007961,197100013294,2,4
100007964,197100005509,1,3
100007965,197100007657,2,2
100007966,197100008148,1,4
100007967,198100000394,2,3
100007968,197100012356,1,3
100007969,197100007435,1,4
100007970,197100009538,1,3
100007971,197100008963,2,4
100007972,197100008113,1,4
100007973,197100013523,2,4
100007974,198100000401,1,2
100007975,197100011905,1,3
100007977,197100012146,2,4
100007978,197100007237,2,3
100007979,197100008277,1,3
100007980,197100013549,1,3
100007981,197100007559,1,3
100007982,197100005003,1,2
100007984,197100007761,2,4
100007985,197100013399,1,2
100007986,197100011114,1,4
100007987,197100013529,2,2
100007988,197100007631,1,4
100007989,197100013579,1,2
100007990,197100011899,2,4
100007991,197100003288,1,3
100007992,197100010545,2,4
100007993,197100013429,2,3
100007996,197100008019,1,4
100007998,197100012945,2,2
100007999,197100008948,1,2
100008000,198100000405,1,3
100008001,198100000409,1,2
100008002,197100013474,1,4
100008003,197100013272,1,4
100008004,197100012195,1,3
100008005,197100011440,1,3
100008006,197100005718,2,4
100008007,198100000408,1,4
100008008,197100004874,1,3
100008010,197100003566,1,3
100008011,197100010375,1,2
100008012,197100009011,1,2
100008013,198100000410,1,4
100008014,197100003016,1,4
100008015,197100011212,2,3
100008016,197100013451,2,4
100008018,197100013521,2,2
100008019,197100008962,1,3
100008020,197100013596,1,3
100008021,197100012666,1,4
100008022,197100010185,2,3
100008023,197100013547,1,2
100008024,197100013592,2,2
100008025,197100008381,2,3
100008026,197100013452,1,4
100008027,197100009416,1,2
100008028,197100007825,1,4
100008029,197100010116,1,4
100008030,197100013585,2,3
100008031,197100005817,2,3
100008032,197100001618,2,3
100008033,197100000986,1,3
100008034,197100013660,1,1
100008035,197100003225,2,4
100008036,197100008154,1,3
100008037,198100000089,1,4
100008038,197100003619,1,2
100008040,197100005158,2,4
100008041,197100001571,2,4
100008042,197100010621,2,1
100008043,197100010995,1,3
100008044,198100000399,1,3
100008045,198100000375,1,2
100008046,197100008295,1,3
100008047,197100013232,1,1
100008048,197100013366,1,2
100008049,197100013604,2,3
100008050,197100013655,2,3
100008052,197100007859,2,3
100008053,197100013640,1,4
100008054,197100013639,1,3
100008055,197100011565,1,4
100008056,197100007811,2,3
100008058,197100004597,1,4
100008059,197100007958,1,2
100008060,197100012379,1,4
100008062,197100013662,2,3
100008064,197100013564,1,2
100008065,197100013160,2,3
100008066,197100011841,2,2
100008067,197100013581,1,4
100008068,197100010782,2,3
100008070,197100011257,2,3
100008071,197100011686,1,3
100008072,197100013670,1,2
100008073,197100013693,1,4
100008074,197100007819,1,1
100008075,197100013669,1,1
100008076,197100005100,1,4
100008077,197100013551,1,3
100008078,197100013428,2,4
100008080,197100005265,1,3
100008081,197100013684,1,1
100008082,197100011381,1,4
100008083,198100000415,1,2
100008085,197100012076,1,3
100008087,197100011188,2,1
100008088,197100004503,2,2
100008091,197100006489,2,3
100008092,197100005342,2,4
100008093,197100013557,1,3
100008094,197100004156,1,4
100008095,197100013689,1,2
100008096,197100008178,1,2
100008097,197100009136,1,4
100008098,198100000164,1,4
100008099,197100010527,2,4
100008102,197100006343,2,3
100008103,197100013706,1,3
100008104,197100011885,2,1
100008105,197100013353,2,4
100008106,197100010205,1,2
100008107,198100000424,1,2
100008110,197100013681,1,3
100008111,197100013678,2,3
100008112,197100007455,1,2
100008113,198100000420,1,3
100008114,198100000414,1,3
100008115,197100002221,1,3
100008116,198100000406,1,4
100008117,198100000418,1,3
100008118,197100013620,2,3
100008121,197100013629,2,4
100008122,197100012778,1,3
100008123,197100002723,1,4
100008124,197100013685,2,2
100008125,197100012668,1,3
100008126,197100007845,1,3
100008127,197100012574,2,4
100008129,197100013645,2,4
100008130,197100002342,2,3
100008133,197100012203,1,3
100008135,197100013108,1,2
100008136,197100008914,1,3
100008137,197100001831,1,4
100008138,197100000089,1,3
100008139,197100004581,1,4
100008141,198100000430,1,3
100008143,197100013683,2,4
100008144,197100002685,2,4
100008145,197100008585,2,3
100008146,197100010549,2,3
100008147,197100002426,2,3
100008148,197100009187,2,4
100008149,197100013749,1,2
100008150,197100013717,2,4
100008151,197100013729,1,3
100008152,197100013690,2,3
100008153,197100011208,2,3
100008154,197100013708,2,4
100008156,197100010979,2,4
100008157,197100002461,2,4
100008158,197100007947,2,4
100008159,197100011764,2,4
100008160,197100013637,2,2
100008161,197100013731,2,4
100008164,197100013340,2,3
100008165,197100004790,1,4
100008166,197100013621,1,4
100008167,198100000416,1,3
100008168,197100005960,1,4
100008169,197100013752,1,4
100008170,197100008481,2,3
100008171,197100013756,2,4
100008172,197100003920,2,4
100008174,197100013725,1,2
100008175,197100011193,1,3
100008177,197100013542,2,3
100008178,197100009681,1,1
100008179,198100000404,1,3
100008181,197100013728,1,4
100008183,197100013737,2,3
100008184,197100013758,1,4
100008185,197100013241,2,3
100008186,197100013788,2,4
100008187,197100013722,1,2
100008188,198100000417,1,4
100008189,197100007810,1,3
100008190,198100000439,1,2
100008191,197100001826,2,4
100008193,197100009313,1,4
100008194,197100009302,2,2
100008195,197100012647,2,3
100008196,197100013538,1,1
100008197,197100013755,2,3
100008200,197100005637,1,2
100008203,197100008562,2,3
100008204,198100000333,1,3
100008205,197100013798,1,3
100008206,198100000436,1,4
100008207,197100007614,2,3
100008208,197100011377,1,3
100008209,197100010068,1,4
100008212,197100013782,1,2
100008213,197100013828,2,1
100008214,197100013790,1,4
100008215,198100000030,1,4
100008216,197100013587,1,3
100008217,197100013768,1,4
100008218,197100009604,1,2
100008219,198100000432,1,4
100008221,198100000438,1,4
100008222,197100008065,1,3
100008223,198100000123,1,3
100008224,197100013770,1,4
100008225,197100001646,1,2
100008228,197100013760,2,4
100008229,197100013796,2,3
100008230,197100013836,2,3
100008231,198100000329,1,1
100008233,197100007824,1,3
100008234,197100008435,1,3
100008235,197100009052,2,4
100008236,197100013767,2,1
100008237,198100000362,1,4
100008238,197100013811,2,3
100008239,197100005275,1,4
100008240,197100013313,1,3
100008241,197100013515,1,4
100008242,197100007755,1,3
100008243,197100013832,2,4
100008244,197100008921,1,4
100008246,197100006872,1,4
100008247,197100013673,2,4
100008249,197100013800,2,3
100008250,197100004355,2,3
100008251,197100003003,2,4
100008252,197100008502,2,4
100008255,197100013780,2,4
100008256,197100013757,1,1
100008257,197100013783,2,2
100008258,197100013537,2,3
100008259,197100001033,1,3
100008260,197100005635,2,4
100008261,197100005147,2,2
100008262,197100007049,1,4
100008263,197100013862,2,2
100008264,197100002989,1,3
100008265,197100003482,1,3
100008268,197100010439,2,3
100008269,197100010394,1,3
100008270,198100000444,1,3
100008271,197100011280,2,3
100008272,197100013723,1,4
100008273,197100007944,2,2
100008274,197100009890,1,4
100008276,197100013223,1,2
100008278,197100013858,2,3
100008281,197100002356,2,4
100008282,197100013663,2,3
100008283,197100013873,1,4
100008284,198100000064,1,3
100008285,197100002052,2,3
100008288,197100008408,1,3
100008290,197100006614,2,3
100008292,198100000254,1,3
100008293,197100008207,2,2
100008294,197100008303,1,4
100008295,197100013917,1,1
100008296,197100008672,2,2
100008297,197100013851,1,4
100008298,197100003656,2,1
100008299,197100013781,2,4
100008301,197100010688,2,3
100008302,197100013990,2,3
100008303,197100013855,2,2
100008305,197100010775,2,4
100008306,197100006590,1,3
100008307,197100005443,2,4
100008308,197100013779,2,1
100008310,197100013015,1,3
100008311,197100013261,1,3
100008312,197100004618,1,3
100008313,197100011046,2,3
100008314,198100000447,1,2
100008315,197100004440,2,4
100008316,197100008236,2,4
100008317,197100004761,2,3
100008318,197100009805,1,4
100008319,198100000349,1,3
100008320,197100013866,1,4
100008321,197100013957,1,3
100008322,198100000454,1,4
100008323,198100000448,1,4
100008325,197100006818,1,4
100008327,197100009347,1,4
100008329,197100013526,1,4
100008330,197100014021,1,2
100008331,198100000452,1,3
100008332,197100013875,2,4
100008334,197100006967,1,3
100008336,197100008561,2,4
100008337,197100013895,2,1
100008338,197100009021,1,4
100008339,197100012152,2,4
100008340,197100010182,1,2
100008341,197100013902,1,3
100008342,197100001342,1,4
100008346,197100013848,1,4
100008347,197100014046,2,4
100008348,198100000442,1,3
100008349,197100005462,1,3
100008350,197100014109,1,3
100008351,197100013943,2,3
100008352,197100002750,2,2
100008353,197100005581,2,3
100008354,197100014078,2,4
100008355,197100013940,2,3
100008356,197100013935,2,4
100008357,197100003477,1,4
100008358,197100000905,1,4
100008359,198100000462,2,3
100008360,198100000411,1,3
100008361,197100013955,2,3
100008362,197100003544,1,4
100008363,198100000467,2,3
100008364,197100013994,1,3
100008365,197100007760,1,4
100008367,197100013978,2,3
100008368,197100007831,1,3
100008369,198100000466,1,4
100008370,197100010000,2,3
100008371,197100002969,2,4
100008372,197100003761,1,4
100008373,197100013901,1,4
100008375,197100013844,1,4
100008376,197100014019,1,2
100008377,197100013889,2,3
100008378,197100014120,2,4
100008380,197100013677,1,4
100008382,197100013296,2,4
100008383,197100009946,2,4
100008384,197100007985,1,3
100008385,197100014113,2,2
100008388,197100009855,2,3
100008389,198100000473,2,4
100008390,197100003648,2,4
100008391,197100013865,2,4
100008392,197100010923,2,3
100008393,197100010401,1,4
100008394,197100005123,2,2
100008396,198100000480,1,4
100008397,197100007976,2,2
100008398,197100013884,1,4
100008399,197100010930,1,4
100008400,198100000482,1,2
100008401,197100011089,1,3
100008402,197100014107,2,4
100008403,197100013919,1,4
100008405,197100003112,2,4
100008406,198100000475,1,3
100008407,197100007754,2,4
100008408,197100010746,1,4
100008409,197100014259,1,4
100008410,197100002442,1,4
100008411,197100009268,2,3
100008412,197100008479,2,3
100008413,198100000474,1,3
100008414,197100014000,2,4
100008415,197100013881,2,4
100008416,197100013932,2,3
100008418,197100013658,1,3
100008419,197100011782,1,4
100008420,197100002774,1,4
100008421,197100014230,1,2
100008422,197100014108,2,4
100008423,197100003857,2,2
100008424,197100013876,2,2
100008425,198100000471,1,4
100008426,198100000463,1,3
100008427,197100014071,2,3
100008428,197100014082,2,4
100008429,197100007463,1,3
100008430,197100005948,2,3
100008431,197100013175,1,3
100008432,197100014055,2,2
100008433,197100004145,2,4
100008435,197100012360,1,3
100008436,197100005104,2,3
100008437,197100010931,1,2
100008438,197100014062,1,4
100008439,197100004779,1,3
100008440,197100013059,2,4
