KEY,SKEY,AAF1,CBAA_1
100003321,197100006156,1,4
100003322,197100004241,2,4
100003323,197100006087,2,3
100003324,197100006040,2,3
100003325,197100006044,2,2
100003326,197100005708,1,3
100003327,197100006050,1,3
100003328,197100004403,1,4
100003329,197100006279,1,3
100003330,197100006318,2,3
100003331,197100006464,1,1
100003332,197100005589,2,1
100003333,197100006186,1,3
100003334,197100006357,1,2
100003335,197100006405,1,4
100003336,197100006118,1,4
100003337,197100004989,2,4
100003338,197100002418,2,4
100003339,197100006035,2,4
100003340,197100005877,2,4
100003341,197100006135,2,2
100003342,197100005855,1,4
100003343,197100005911,1,3
100003344,197100003161,2,3
100003345,197100005229,2,3
100003346,197100006476,1,2
100003347,197100006096,1,4
100003348,197100006062,1,4
100003349,197100004586,1,3
100003350,197100006576,1,4
100003351,197100006139,2,4
100003352,197100006447,1,3
100003353,197100006150,2,3
100003354,197100006338,1,3
100003355,197100006142,1,3
100003356,197100005570,2,3
100003357,197100006585,2,2
100003358,197100005361,2,3
100003359,197100005047,1,2
100003360,197100006162,2,2
100003361,197100001438,2,3
100003362,197100006449,1,4
100003363,197100006172,1,3
100003364,197100006313,2,4
100003365,197100005692,2,4
100003366,197100006208,1,4
100003367,197100005370,1,3
100003368,197100006428,2,3
100003369,197100001549,2,4
100003370,197100006598,1,2
100003371,197100006434,2,4
100003372,197100006170,2,2
100003373,197100003701,2,3
100003374,197100006450,1,4
100003375,197100001918,1,3
100003376,197100006408,2,4
100003377,197100006149,2,3
100003378,197100002411,2,3
100003379,197100002759,2,3
100003380,197100006009,1,2
100003381,197100006445,1,2
100003382,197100006095,1,4
100003383,197100005360,2,4
100003384,197100006334,2,3
100003385,197100006497,1,4
100003386,197100006488,1,2
100003387,197100006621,1,2
100003388,197100004223,2,3
100003389,197100006354,1,4
100003390,197100001635,1,3
100003391,197100005661,2,4
100003392,197100006532,1,4
100003393,197100006558,1,3
100003394,197100002683,2,4
100003395,197100005565,2,4
100003396,197100006308,1,4
100003397,197100002968,1,2
100003398,197100005304,1,3
100003399,197100006512,1,4
100003400,197100002439,2,2
100003401,197100006220,2,3
100003402,197100006399,2,3
100003403,197100006597,1,4
100003404,197100005070,1,4
100003405,197100006258,1,4
100003406,197100005442,1,3
100003407,197100000647,2,4
100003408,197100004479,2,3
100003409,197100006403,2,3
100003410,197100004893,1,3
100003411,197100004287,1,4
100003412,197100006390,1,2
100003413,197100006350,1,3
100003414,197100002420,1,3
100003415,197100006409,1,3
100003416,197100006212,2,4
100003417,197100006475,1,4
100003418,197100006366,1,1
100003419,197100006508,1,4
100003420,197100004370,1,1
100003421,197100006417,2,1
100003422,197100006479,1,3
100003423,197100006396,1,3
100003424,197100005168,2,3
100003425,197100006143,2,2
100003426,197100006327,1,2
100003427,197100005285,1,4
100003428,197100006481,2,4
100003429,197100006093,2,2
100003430,197100005766,2,2
100003431,197100006097,1,2
100003432,197100006429,1,4
100003433,197100005270,2,4
100003434,197100004061,1,4
100003435,197100006504,2,2
100003436,197100006296,2,4
100003437,197100006362,2,2
100003438,197100006384,1,3
100003439,197100006547,2,2
100003440,197100002417,1,3
100003441,197100006268,2,3
100003442,197100005852,2,1
100003443,197100006054,2,3
100003444,197100002142,2,2
100003445,197100005909,2,4
100003446,197100003563,2,4
100003447,197100006316,1,4
100003448,197100004627,1,4
100003449,197100006604,2,4
100003450,197100006188,1,4
100003451,197100006232,2,4
100003452,197100001830,1,2
100003453,197100003944,1,4
100003454,197100006359,1,4
100003455,197100006038,1,4
100003456,197100006531,2,3
100003457,197100005913,2,4
100003458,197100004885,2,3
100003459,197100006373,1,3
100003460,197100003763,1,4
100003461,197100006490,1,2
100003462,197100002741,2,3
100003463,197100006568,1,2
100003464,197100002874,1,4
100003465,197100006105,1,4
100003466,197100001812,1,4
100003467,197100005967,2,4
100003468,197100006555,1,4
100003469,197100006263,1,3
100003470,197100003499,1,2
100003471,197100006469,2,4
100003472,197100005652,1,3
100003473,197100006360,2,3
100003474,197100006507,1,2
100003475,197100006435,1,3
100003476,197100006705,1,4
100003477,197100006322,1,2
100003478,197100006466,1,3
100003479,197100001704,2,3
100003480,197100006406,2,1
100003481,197100006385,2,3
100003482,197100001250,2,1
100003483,197100003040,2,4
100003484,197100001421,1,3
100003485,197100006073,2,2
100003486,197100006453,2,3
100003487,197100006314,1,4
100003488,197100006261,2,4
100003489,197100006033,2,3
100003490,197100006519,2,3
100003491,197100006613,1,2
100003492,197100005322,1,4
100003493,197100004995,1,2
100003494,197100006013,2,3
100003495,197100003542,2,4
100003496,197100006473,1,2
100003497,197100006570,2,2
100003498,197100005094,1,4
100003499,197100006562,2,3
100003500,197100006696,2,3
100003501,197100006674,1,4
100003502,197100006586,2,3
100003503,197100006317,1,4
100003504,197100006323,2,2
100003505,197100006346,1,3
100003506,197100006587,2,3
100003507,197100006602,2,4
100003508,197100004095,1,4
100003509,197100006058,1,3
100003510,197100004301,1,1
100003511,197100006573,2,4
100003512,197100000886,2,3
100003513,197100004892,1,4
100003514,197100003047,2,2
100003515,197100006650,1,2
100003516,197100006700,1,4
100003517,197100006522,1,4
100003518,197100003465,1,3
100003519,197100001133,1,1
100003520,197100004471,2,4
100003521,197100004294,1,2
100003522,197100006784,1,3
100003523,197100006726,2,4
100003524,197100006561,1,2
100003525,197100006018,1,4
100003526,197100006783,1,3
100003527,197100005191,2,4
100003528,197100006669,1,4
100003529,197100006810,2,3
100003530,197100006634,1,2
100003531,197100006310,1,3
100003532,197100005486,1,4
100003533,197100006271,1,4
100003534,197100006763,2,4
100003535,197100006665,2,4
100003536,197100006695,2,3
100003537,197100004600,2,3
100003538,197100006826,1,4
100003539,197100006238,1,4
100003540,197100006244,1,2
100003541,197100006153,2,3
100003542,197100006422,2,3
100003543,197100005872,2,2
100003544,197100002990,1,3
100003545,197100006442,1,4
100003546,197100006485,1,4
100003547,197100006675,2,4
100003548,197100006718,1,3
100003549,197100002039,1,3
100003550,197100006484,1,4
100003551,197100006672,2,4
100003552,197100006534,2,2
100003553,197100006688,1,2
100003554,197100006794,1,3
100003555,197100006559,1,3
100003556,197100002068,1,3
100003557,197100006353,2,4
100003558,197100006736,2,4
100003559,197100006524,2,4
100003560,197100005501,2,2
100003561,197100006474,1,2
100003562,197100006493,2,4
100003563,197100004350,2,4
100003564,197100006806,1,2
100003565,197100000322,2,4
100003566,197100004743,1,3
100003567,197100005980,2,3
100003568,197100006797,2,3
100003569,197100005611,1,1
100003570,197100006819,1,2
100003571,197100006492,2,4
100003572,197100002410,1,2
100003573,197100001126,1,4
100003574,197100003772,2,2
100003575,197100006352,1,4
100003576,197100006307,2,2
100003577,197100006734,2,4
100003578,197100002494,2,3
100003579,197100002700,2,1
100003580,197100005280,1,3
100003581,197100006603,2,2
100003582,197100005024,1,3
100003583,197100006382,1,3
100003584,197100003386,1,4
100003585,197100006104,1,3
100003586,197100006564,2,3
100003587,197100003424,2,3
100003588,197100006863,1,3
100003589,197100005871,2,3
100003590,197100005903,1,4
100003591,197100006513,1,4
100003592,197100004965,1,2
100003593,197100004845,1,3
100003594,197100006380,1,2
100003595,197100006599,2,3
100003596,197100001728,1,3
100003597,197100006264,2,3
100003598,197100004816,2,2
100003599,197100006420,1,3
100003600,197100006660,1,4
100003601,197100006752,1,3
100003602,197100001822,1,4
100003603,197100003297,2,4
100003604,197100006566,1,3
100003605,197100006724,2,3
100003606,197100006723,1,2
100003607,197100002183,1,2
100003608,197100006282,1,4
100003609,197100006332,1,4
100003610,197100005773,1,4
100003611,197100006462,2,4
100003612,197100006635,1,3
100003613,197100003169,1,4
100003614,197100006827,1,4
100003615,197100006654,1,3
100003616,197100006623,2,2
100003617,197100005172,2,3
100003618,197100005178,2,3
100003619,197100004590,2,2
100003620,197100001877,1,4
100003621,197100006533,2,4
100003622,197100006544,1,2
100003623,197100006616,2,3
100003624,197100003659,1,4
100003625,197100002816,2,2
100003626,197100005897,1,4
100003627,197100006501,1,4
100003628,197100004451,2,3
100003629,197100006231,1,3
100003630,197100005885,1,4
100003631,197100003580,1,3
100003632,197100004235,1,4
100003633,197100005886,2,3
100003634,197100005919,1,3
100003635,197100003438,2,4
100003636,197100006404,2,4
100003637,197100006421,2,4
100003638,197100005930,1,4
100003639,197100006932,2,2
100003640,197100006855,1,3
100003641,197100006860,1,3
100003642,197100006647,1,4
100003643,197100006693,2,4
100003644,197100005132,2,2
100003645,197100006439,2,3
100003646,197100006878,2,4
100003647,197100006411,2,4
100003648,197100006685,1,2
100003649,197100004033,1,4
100003650,197100005437,1,4
100003651,197100006711,1,3
100003652,197100001449,1,4
100003653,197100006042,2,3
100003654,197100003710,1,2
100003655,197100004972,1,4
100003656,197100006813,2,3
100003657,197100006299,1,4
100003658,197100006744,1,3
100003659,197100006876,1,3
100003660,197100003961,2,2
100003661,197100006959,1,4
100003662,197100006822,1,3
100003663,197100002401,1,2
100003664,197100006933,2,4
100003665,197100006677,2,3
100003666,197100005757,1,4
100003667,197100006525,2,3
100003668,197100006407,2,4
100003669,197100006883,1,3
100003670,197100006692,1,3
100003671,197100004992,1,1
100003672,197100006735,2,3
100003673,197100004563,1,4
100003674,197100006757,2,4
100003675,197100006830,2,3
100003676,197100006762,1,4
100003677,197100006891,1,4
100003678,197100006625,1,2
100003679,197100005074,1,3
100003680,197100006879,1,4
100003681,197100006895,2,4
100003682,197100004970,1,2
100003683,197100006856,2,3
100003684,197100006812,1,4
100003685,197100006010,1,4
100003686,197100006956,1,1
100003687,197100006270,2,2
100003688,197100006821,2,2
100003689,197100006846,1,2
100003690,197100002299,2,3
100003691,197100006653,2,4
100003692,197100006207,2,4
100003693,197100004091,2,4
100003694,197100006976,1,4
100003695,197100006780,1,4
100003696,197100002162,2,3
100003697,197100006219,2,3
100003698,197100005087,2,4
100003699,197100004963,2,4
100003700,197100006746,1,2
100003701,197100003924,2,3
100003702,197100005693,1,1
100003703,197100006852,2,2
100003704,197100005377,1,3
100003705,197100006256,2,3
100003706,197100004755,1,4
100003707,197100003526,1,4
100003708,197100006402,2,4
100003709,197100000116,1,3
100003710,197100006949,1,2
100003711,197100002935,2,4
100003712,197100004815,1,4
100003713,197100006834,1,3
100003714,197100006012,1,2
100003715,197100005659,2,4
100003716,197100003189,1,1
100003717,197100006287,2,4
100003718,197100006958,1,3
100003719,197100006869,1,4
100003720,197100003284,1,4
100003721,197100005680,2,3
100003722,197100006952,2,4
100003723,197100006964,1,4
100003724,197100005783,1,2
100003725,197100006455,1,4
100003726,197100006377,1,4
100003727,197100006919,2,2
100003728,197100006982,2,4
100003729,197100003381,1,2
100003730,197100006939,2,4
100003731,197100005043,2,4
100003732,197100005663,1,2
100003733,197100006753,1,4
100003734,197100006888,1,4
100003735,197100006642,2,4
100003736,197100006920,2,3
100003737,197100007024,2,2
100003738,197100005905,1,4
100003739,197100006953,1,3
100003740,197100005262,2,4
100003741,197100006858,1,4
100003742,197100006998,1,3
100003743,197100004832,1,4
100003744,197100006766,2,3
100003745,197100005455,2,3
100003746,197100007039,2,3
100003747,197100006423,1,3
100003748,197100006255,2,4
100003749,197100004328,1,3
100003750,197100006511,2,3
100003751,197100006796,1,1
100003752,197100000732,1,4
100003753,197100006739,2,3
100003754,197100006206,2,4
100003755,197100006983,2,2
100003756,197100005397,2,3
100003757,197100007041,1,3
100003758,197100006446,2,1
100003759,197100006897,1,3
100003760,197100004533,1,3
100003761,197100006582,1,4
100003762,197100003514,1,4
100003763,197100006546,2,4
100003764,197100006890,2,3
100003765,197100004312,1,3
100003766,197100006721,2,3
100003767,197100005868,1,3
100003768,197100007110,1,3
100003769,197100006480,1,4
100003770,197100006580,1,3
100003771,197100006988,1,4
100003772,197100005796,1,3
100003773,197100007042,1,3
100003774,197100006664,2,4
100003775,197100003596,1,3
100003776,197100006915,1,2
100003777,197100001980,1,3
100003778,197100003607,2,4
100003779,197100006084,2,4
100003780,197100003171,1,3
100003781,197100005524,2,2
100003782,197100006165,1,4
100003783,197100007025,1,4
100003784,197100007040,1,3
100003785,197100006774,1,3
100003786,197100006965,2,4
100003787,197100007065,1,2
100003788,197100000590,2,4
100003789,197100006867,2,4
100003790,197100001550,1,4
100003791,197100006526,1,2
100003792,197100006930,1,4
100003793,197100006440,2,3
100003794,197100006607,2,2
100003795,197100006331,1,2
100003796,197100006884,1,2
100003797,197100003939,1,3
100003798,197100007000,1,3
100003799,197100006928,1,4
100003800,197100004595,2,3
100003801,197100006487,1,2
100003802,197100004047,1,4
100003803,197100006235,1,2
100003804,197100004500,1,4
100003805,197100006795,2,3
100003806,197100005521,1,3
100003807,197100004615,2,4
100003808,197100004776,2,2
100003809,197100007034,2,4
100003810,197100007180,2,3
100003811,197100007044,2,3
100003812,197100006887,1,4
100003813,197100007121,1,4
100003814,197100006970,1,2
100003815,197100006801,1,3
100003816,197100007163,1,4
100003817,197100006628,2,3
100003818,197100006851,1,4
100003819,197100006731,2,3
100003820,197100005128,2,2
100003821,197100007152,1,1
100003822,197100006554,2,2
100003823,197100007079,1,4
100003824,197100004823,2,3
100003825,197100007129,1,4
100003826,197100007156,1,4
100003827,197100006759,2,2
100003828,197100006666,1,4
100003829,197100007029,1,4
100003830,197100006994,2,4
100003831,197100007140,1,3
100003832,197100006991,2,2
100003833,197100002499,1,3
100003834,197100007069,1,2
100003835,197100000771,2,4
100003836,197100007053,1,4
100003837,197100001779,2,2
100003838,197100007119,2,4
100003839,197100005578,1,2
100003840,197100006966,1,3
100003841,197100006224,2,2
100003842,197100007157,2,3
100003843,197100006697,1,4
100003844,197100007081,2,2
100003845,197100006719,2,3
100003846,197100007105,1,3
100003847,197100006733,2,3
100003848,197100000799,2,4
100003849,197100006926,1,3
100003850,197100007094,1,2
100003851,197100007176,1,3
100003852,197100007013,2,3
100003853,197100007089,1,2
100003854,197100004849,2,4
100003855,197100007047,1,3
100003856,197100006989,2,1
100003857,197100006835,2,3
100003858,197100007179,1,2
100003859,197100006995,2,4
100003860,197100007230,1,4
100003861,197100004560,1,3
100003862,197100007108,1,3
100003863,197100005116,2,3
100003864,197100005478,2,3
100003865,197100007020,2,4
100003866,197100006145,1,2
100003867,197100007135,1,4
100003868,197100006910,1,4
100003869,197100007114,2,2
100003870,197100006977,2,3
100003871,197100006668,1,3
100003872,197100006630,2,3
100003873,197100007126,2,4
100003874,197100006183,2,4
100003875,197100007201,1,3
100003876,197100006644,1,3
100003877,197100007078,1,3
100003878,197100007056,2,3
100003879,197100003677,1,4
100003880,197100007172,2,3
100003881,197100004592,1,3
100003882,197100005795,2,3
100003883,197100006772,1,3
100003884,197100001870,2,2
100003885,197100006285,1,4
100003886,197100007158,1,3
100003887,197100004098,1,4
100003888,197100006730,1,3
100003889,197100006824,2,3
100003890,197100007059,2,3
100003891,197100006713,1,2
100003892,197100007287,2,3
100003893,197100005029,2,2
100003894,197100007184,2,4
100003895,197100005395,2,3
100003896,197100000212,2,4
100003897,197100007181,1,4
100003898,197100007132,2,2
100003899,197100006048,1,2
100003900,197100007171,1,3
100003901,197100007233,1,3
100003902,197100005241,2,4
100003903,197100007269,2,1
100003904,197100000223,2,4
100003905,197100007154,1,2
100003906,197100006935,1,4
100003907,197100003711,1,4
100003908,197100006874,1,4
100003909,197100004773,1,2
100003910,197100003849,1,3
100003911,197100007106,2,3
100003912,197100007124,2,3
100003913,197100006663,2,3
100003914,197100007122,2,3
100003915,197100007243,1,2
100003916,197100007295,2,4
100003917,197100007188,1,4
100003918,197100007168,2,4
100003919,197100006927,2,4
100003920,197100007220,2,3
100003921,197100007266,2,2
100003922,197100007193,1,3
100003923,197100007277,1,4
100003924,197100005396,2,3
100003925,197100007306,1,3
100003926,197100004653,2,4
100003927,197100004218,1,2
100003928,197100006437,2,4
100003929,197100002589,1,1
100003930,197100005514,2,2
100003931,197100007209,1,2
100003932,197100007088,2,1
100003933,197100003718,2,3
100003934,197100007143,1,2
100003935,197100003244,2,3
100003936,197100007054,1,4
100003937,197100007107,2,4
100003938,197100007265,1,3
100003939,197100005956,2,3
100003940,197100007195,2,3
100003941,197100002455,2,4
100003942,197100004757,1,3
100003943,197100007312,1,3
100003944,197100004305,1,4
100003945,197100006020,1,4
100003946,197100007286,1,2
100003947,197100003780,1,4
100003948,197100005861,1,3
100003949,197100005641,2,1
100003950,197100007263,2,3
100003951,197100005036,1,4
100003952,197100007270,2,4
100003953,197100007271,2,3
100003954,197100007178,2,4
100003955,197100006787,1,4
100003956,197100007125,1,4
100003957,197100005238,1,4
100003958,197100001205,1,3
100003959,197100005318,1,4
100003960,197100007370,1,3
100003961,197100006520,2,2
100003962,197100007343,1,4
100003963,197100004715,1,3
100003964,197100007326,2,4
100003965,197100007257,2,4
100003966,197100001787,2,3
100003967,197100001991,2,4
100003968,197100003934,2,4
100003969,197100005660,1,4
100003970,197100007369,1,4
100003971,197100007338,1,4
100003972,197100007037,2,3
100003973,197100007311,2,4
100003974,197100006643,2,2
100003975,197100007308,1,3
100003976,197100007362,1,3
100003977,197100007360,2,4
100003978,197100007340,2,3
100003979,197100007372,2,3
100003980,197100007361,2,4
100003981,197100007337,2,2
100003982,197100002336,2,4
100003983,197100006572,1,4
100003984,197100006837,2,2
100003985,197100005998,2,2
100003986,197100006905,1,4
100003987,197100005707,1,4
100003988,197100007267,1,4
100003989,197100007378,1,2
100003990,197100007380,1,4
100003991,197100005985,1,4
100003992,197100007335,1,3
100003993,197100007232,1,4
100003994,197100007226,2,4
100003995,197100007109,1,2
100003996,197100005308,1,3
100003997,197100000836,1,3
100003998,197100007376,1,4
100003999,197100007330,1,4
100004000,197100006777,2,2
100004001,197100007194,1,3
100004002,197100007321,1,3
100004003,197100007386,2,3
100004004,197100001001,2,2
100004005,197100006177,1,3
100004006,197100001926,1,4
100004007,197100000250,1,1
100004008,197100001197,1,4
100004009,197100007261,2,4
100004010,197100003694,2,4
100004011,197100007258,2,3
100004012,197100007382,1,3
100004013,197100007344,1,4
100004014,197100006372,2,3
100004015,197100007395,2,3
100004016,197100004919,1,4
100004017,197100004317,2,3
100004018,197100007394,1,4
100004019,197100004875,1,3
100004020,197100007398,1,2
100004021,197100005569,1,2
100004022,197100007406,1,4
100004023,197100007400,2,3
100004024,197100007356,2,3
100004025,197100007403,1,4
100004026,197100002670,2,3
100004027,197100005089,2,4
100004028,197100005719,2,2
100004029,197100007391,1,4
100004030,197100007417,2,3
100004031,197100006741,2,2
100004032,197100007427,1,4
100004033,197100007422,2,3
100004034,197100005823,1,3
100004035,197100002026,2,3
100004036,197100007431,1,3
100004037,197100002947,1,4
100004038,197100007410,1,4
100004039,197100007411,1,3
100004040,197100007423,1,3
100004041,197100004398,2,4
100004042,197100007434,1,3
100004043,197100006169,1,3
100004044,197100004856,1,2
100004045,197100007436,1,3
100004046,197100005929,2,3
100004047,197100007307,2,3
100004048,197100003938,1,4
100004049,197100007144,1,4
100004050,197100007438,1,2
100004051,197100007430,1,2
100004052,197100007416,2,3
100004053,197100005976,1,4
100004054,197100006458,1,1
100004055,197100007429,2,4
100004056,197100006019,1,3
100004057,197100005977,1,3
100004058,197100007175,2,4
100004059,197100004704,1,3
100004060,197100007439,1,1
100004061,197100006588,1,3
100004062,197100001402,2,4
100004063,197100007454,1,4
100004064,197100003752,1,2
100004065,197100007012,2,3
100004066,197100002045,1,4
100004068,197100007445,1,4
100004069,197100006737,2,2
100004070,197100007314,2,1
100004071,197100006865,1,3
100004072,197100006627,2,4
100004073,197100007477,1,3
100004074,197100006154,1,4
100004075,197100007489,1,4
100004076,197100003164,1,4
100004077,197100004630,2,3
100004078,197100003795,1,3
100004079,197100007495,1,4
100004080,197100007481,1,3
100004081,197100007493,1,3
100004082,197100003651,1,3
100004083,197100007505,1,4
100004084,197100007533,2,4
100004085,197100003913,2,4
100004086,197100005849,1,3
100004087,197100005590,1,4
100004088,197100006948,1,2
100004089,197100003342,2,2
100004090,197100007480,1,2
100004091,197100006113,2,2
100004092,197100004822,1,3
100004093,197100007494,2,2
100004094,197100007492,1,2
100004095,197100007086,2,1
100004096,197100007197,2,4
100004097,197100007510,2,4
100004098,197100007145,1,4
100004099,197100006077,1,3
100004100,197100002029,1,4
100004101,197100002308,2,3
100004102,197100002077,1,4
100004103,197100007548,1,3
100004104,197100005247,2,3
100004105,197100000929,1,3
100004106,197100007542,2,2
100004107,197100007527,1,3
100004108,197100007513,1,2
100004109,197100003641,1,4
100004110,197100007409,1,3
100004111,197100006798,1,3
100004112,197100005283,1,2
100004113,197100005857,1,4
100004114,197100006702,2,4
100004115,197100007552,1,4
100004116,197100002297,1,3
100004117,197100003901,2,3
100004118,197100005483,2,3
100004119,197100005513,2,4
100004120,197100003322,1,3
100004121,197100006862,1,4
100004122,197100005059,1,4
100004123,197100002657,1,4
100004124,197100004768,1,2
100004125,197100004953,2,3
100004126,197100007534,2,3
100004127,197100007331,2,4
100004128,197100007131,2,4
100004129,197100004706,1,3
100004130,197100007442,1,3
100004131,197100007426,1,3
100004132,197100007529,1,3
100004133,197100006330,2,3
100004134,197100003886,2,2
100004135,197100005200,1,3
100004136,197100007487,1,4
100004137,197100007554,1,4
100004138,197100005781,1,3
100004139,197100002128,2,2
100004140,197100007575,1,4
100004141,197100005819,2,2
100004142,197100007118,1,2
100004143,197100007443,1,2
100004144,197100000762,2,1
100004145,197100007538,1,2
100004146,197100003678,2,2
100004147,197100005254,2,2
100004148,197100000234,1,3
100004149,197100007619,2,2
100004150,197100007591,1,3
100004151,197100002794,2,3
100004152,197100007470,1,3
100004153,197100007610,2,1
100004154,197100007547,2,3
100004155,197100007579,1,3
100004156,197100007211,1,4
100004157,197100006158,2,2
100004158,197100005088,1,4
100004159,197100006148,1,4
100004160,197100001176,1,3
100004161,197100006078,1,3
100004162,197100007519,1,2
100004163,197100007051,1,3
100004164,197100000509,1,1
100004165,197100002378,1,2
100004166,197100007642,1,3
100004167,197100007609,2,3
100004168,197100007638,1,2
100004169,197100001751,1,2
100004170,197100007186,1,1
100004171,197100007235,1,2
100004172,197100003816,1,4
100004173,197100007618,1,4
100004174,197100005853,2,4
100004175,197100007620,2,3
100004176,197100006055,2,3
100004177,197100004472,2,4
100004178,197100003855,2,4
100004179,197100007649,1,4
100004180,197100007509,1,2
100004181,197100007251,1,1
100004182,197100003481,1,2
100004183,197100007293,2,4
100004184,197100004759,1,3
100004185,197100007616,2,2
100004186,197100006091,2,3
100004187,197100007561,1,2
100004188,197100002143,2,3
100004189,197100005787,1,2
100004190,197100007297,1,2
100004191,197100007596,1,2
100004192,197100007539,1,4
100004193,197100004180,2,3
100004194,197100005820,1,4
100004195,197100007103,1,3
100004196,197100007698,1,4
100004197,197100006215,2,3
100004198,197100005583,2,4
100004199,197100000721,2,3
100004200,197100002475,1,2
100004201,197100005651,1,3
100004202,197100006098,2,4
100004203,197100007624,1,3
100004204,197100006620,1,3
100004205,197100007585,2,4
100004206,197100002928,1,4
100004207,197100007726,2,3
100004208,197100007636,2,4
100004209,197100005495,1,3
100004210,197100005548,2,4
100004211,197100007697,1,4
100004212,197100007628,2,1
100004213,197100002635,2,3
100004214,197100007111,2,4
100004215,197100007693,1,4
100004216,197100007674,2,4
100004217,197100006809,2,4
100004218,197100001894,2,2
100004219,197100001717,1,4
100004220,197100007660,1,3
100004221,197100000950,2,4
100004222,197100007499,2,4
100004223,197100007694,1,3
100004224,197100000924,2,3
100004225,197100005764,2,2
100004226,197100004422,2,4
100004227,197100007563,2,3
100004228,197100007574,2,3
100004229,197100000544,1,4
100004230,197100005767,1,4
100004231,197100007617,1,4
100004232,197100005983,2,2
100004233,197100004930,2,4
100004234,197100007684,1,2
100004235,197100007719,2,4
100004236,197100003470,2,2
100004237,197100007279,1,2
100004238,197100005664,1,3
100004239,197100002242,1,3
100004240,197100006175,1,2
100004241,197100005394,2,2
100004242,197100005466,1,3
100004243,197100003736,2,2
100004244,197100006645,1,3
100004245,197100003650,1,4
100004246,197100006167,1,3
100004247,197100007672,2,4
100004248,197100007576,1,4
100004249,197100007718,2,4
100004250,197100003660,2,3
100004251,197100004754,1,4
100004252,197100007782,1,2
100004253,197100007134,1,3
100004254,197100004189,2,4
100004255,197100003270,1,3
100004256,197100007733,1,4
100004257,197100007751,2,2
100004258,197100006471,2,2
100004259,197100003124,2,3
100004260,197100002220,1,3
100004261,197100001426,2,1
100004262,197100004289,2,3
100004263,197100007622,2,3
100004264,197100007707,1,2
100004265,197100007808,2,4
100004266,197100005101,2,1
100004267,197100007826,1,3
100004268,197100003638,2,3
100004269,197100007648,2,3
100004270,197100006301,2,3
100004271,197100006431,1,2
100004272,197100007803,1,3
100004273,197100000940,2,2
100004274,197100000840,1,2
100004275,197100005790,1,2
100004276,197100003162,2,4
100004277,197100007603,2,4
100004278,197100007844,1,4
100004279,197100007798,2,4
100004280,197100007771,2,3
100004281,197100007882,2,2
100004282,197100007796,2,3
100004283,197100004417,1,4
100004284,197100004784,2,3
100004285,197100007946,1,1
100004286,197100007820,2,4
100004287,197100003620,2,1
100004288,197100007891,1,1
100004289,197100003904,2,1
100004290,197100007975,2,3
100004291,197100007834,1,3
100004292,197100004508,1,2
100004293,197100005163,2,3
100004294,197100001619,2,3
100004295,197100003418,2,4
100004296,197100007822,1,4
100004297,197100002879,1,4
100004298,197100007818,2,4
100004299,197100007989,2,3
100004300,197100007770,2,4
100004301,197100005503,2,3
100004302,197100004489,1,3
100004303,197100007922,2,3
100004304,197100007787,2,4
100004305,197100007872,1,4
100004306,197100001489,2,4
100004307,197100007905,2,4
100004308,197100007851,1,2
100004309,197100000945,2,3
100004310,197100007737,2,2
100004311,197100007879,1,4
100004312,197100007920,1,2
100004313,197100007930,1,2
100004314,197100008033,2,3
100004315,197100008016,1,3
100004316,197100008097,1,4
100004317,197100004834,2,4
100004318,197100007833,2,3
100004319,197100007911,2,4
100004320,197100005510,2,3
100004321,197100004469,1,3
100004322,197100007002,1,3
100004323,197100007936,1,3
100004324,197100007871,1,4
100004325,197100006239,2,4
100004326,197100001387,2,4
100004327,197100007942,2,1
100004328,197100007971,2,4
100004329,197100007870,1,4
100004330,197100007010,2,4
100004331,197100007998,1,4
100004332,197100007887,1,3
100004333,197100007858,2,4
100004334,197100006011,2,4
100004335,197100008147,1,3
100004336,197100004064,2,4
100004337,197100008123,2,4
100004338,197100008136,1,3
100004339,197100007849,1,2
100004340,197100007940,2,3
100004341,197100007987,1,4
100004342,197100008057,1,3
100004343,197100005066,2,4
100004344,197100008002,2,2
100004345,197100007635,1,3
100004346,197100007856,1,3
100004347,197100007765,2,4
100004348,197100004515,2,3
100004349,197100008006,1,4
100004350,197100008105,1,2
100004351,197100002710,1,2
100004352,197100007959,2,3
100004353,197100007972,2,2
100004354,197100008004,1,4
100004355,197100007712,1,4
100004356,197100007924,1,3
100004357,197100007997,2,4
100004358,197100008055,2,3
100004359,197100008045,2,4
100004360,197100000343,1,3
100004361,197100008095,2,4
100004362,197100008158,1,3
100004363,197100008085,1,4
100004364,197100007557,2,3
100004365,197100007815,2,3
100004366,197100008046,2,3
100004367,197100008031,1,4
100004368,197100007597,2,4
100004369,197100007974,1,1
100004370,197100008040,1,1
100004371,197100007994,2,4
100004372,197100008048,2,4
100004373,197100007881,2,2
100004374,197100007990,1,2
100004375,197100007908,2,3
100004376,197100008110,2,4
100004377,197100007977,2,4
100004378,197100005301,2,3
100004379,197100007812,1,2
100004380,197100008179,1,4
100004381,197100008083,1,2
100004382,197100007832,2,4
100004383,197100004291,2,4
100004384,197100001537,1,3
100004385,197100006368,2,3
100004386,197100007562,2,3
100004387,197100002960,1,2
100004388,197100007902,2,4
100004389,197100004998,1,3
100004390,197100008224,1,3
100004391,197100008072,1,3
100004392,197100008188,2,4
100004393,197100007630,1,2
100004394,197100008120,2,3
100004395,197100008135,2,4
100004396,197100008175,2,3
